Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tokkan', 'YAVUZ', '05379199371', 'ERKEK', '1976-02-23 0:0:0', 267);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ongün', 'KISA KARAKAYA', '05386753655', 'ERKEK', '1987-12-20 0:0:0', 275);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çelik', 'KIYAK YILMAZ', '05323372167', 'ERKEK', '1952-11-09 0:0:0', 498);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Türeli', 'TOPAK', '05371227677', 'ERKEK', '1995-09-03 0:0:0', 391);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sabur', 'ÜNÜŞ', '05374260019', 'ERKEK', '1954-05-25 0:0:0', 826);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alaatdin', 'SİL', '05387541982', 'ERKEK', '1964-01-18 0:0:0', 740);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülbeden', 'ZAİM', '05308681085', 'KADIN', '1961-01-12 0:0:0', 277);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Müşkan', 'GÜVENÇ', '05331979624', 'KADIN', '1971-09-24 0:0:0', 867);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özgünalp', 'BALCI', '05326846857', 'ERKEK', '1963-12-20 0:0:0', 78);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emriye', 'ENGİZ', '05301922532', 'KADIN', '1989-05-24 0:0:0', 185);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aybüke', 'İLGEN', '05321562844', 'KADIN', '1971-06-01 0:0:0', 553);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İklil', 'YENİÇERİ', '05393218994', 'KADIN', '1981-05-15 0:0:0', 636);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Samet', 'ÇOBAN', '05302548223', 'ERKEK', '1975-08-23 0:0:0', 801);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Meyransa', 'SELVAN', '05339033237', 'KADIN', '2004-05-21 0:0:0', 506);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Behyeddin', 'SERİN', '05336224771', 'ERKEK', '1961-04-22 0:0:0', 434);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Koramaz', 'MUTLUER', '05321203185', 'ERKEK', '1978-06-27 0:0:0', 451);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şendil', 'KIYAK', '05332205838', 'KADIN', '1967-02-07 0:0:0', 138);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Vergin', 'ALADAĞ', '05373737243', 'ERKEK', '1991-02-01 0:0:0', 716);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Adıyahşi', 'DEMİR', '05327244343', 'ERKEK', '1964-01-15 0:0:0', 891);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sayınbey', 'ASENA', '05381430111', 'ERKEK', '1970-08-14 0:0:0', 119);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Arife', 'ÇELİK', '05319723484', 'KADIN', '1962-05-25 0:0:0', 413);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yarluk', 'AHÇI', '05373823494', 'ERKEK', '1941-12-02 0:0:0', 427);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Türkoğlu', 'EROL', '05315294901', 'ERKEK', '1997-02-04 0:0:0', 460);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mazhar', 'SAK', '05349532170', 'ERKEK', '1970-07-10 0:0:0', 158);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Korer', 'KILIÇ', '05333878378', 'ERKEK', '1979-04-10 0:0:0', 135);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Elnur', 'KUNAK', '05399719488', 'ERKEK', '2004-03-14 0:0:0', 764);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rüveyde', 'GÜNEBAKAN', '05385950097', 'KADIN', '1941-05-05 0:0:0', 254);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hande', 'BAŞARAN', '05365060927', 'KADIN', '1970-08-10 0:0:0', 2);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Maya', 'AYYILDIZ', '05358019194', 'KADIN', '1975-05-22 0:0:0', 702);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ferhat', 'ŞİMŞEK', '05311904819', 'ERKEK', '1954-09-06 0:0:0', 100);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Köz', 'GÜZEL', '05303846865', 'ERKEK', '1974-07-02 0:0:0', 800);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ferdiye', 'KARADEMİR', '05354198581', 'KADIN', '1961-09-12 0:0:0', 165);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fehmettin', 'ATAR', '05362369074', 'ERKEK', '1992-06-12 0:0:0', 258);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bilkay', 'DOKUMACIOĞLU', '05397267266', 'KADIN', '1960-06-27 0:0:0', 104);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İzettin', 'ASIG', '05329464805', 'ERKEK', '1960-07-17 0:0:0', 177);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Seldağ', 'ERGÖZ', '05316881272', 'KADIN', '1962-06-07 0:0:0', 223);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ergüven', 'İNCE', '05377302822', 'ERKEK', '1971-02-15 0:0:0', 547);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hamet', 'KURT', '05392650025', 'ERKEK', '1960-10-01 0:0:0', 810);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güder', 'KIRHAN', '05315918929', 'ERKEK', '1948-03-01 0:0:0', 74);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülfari', 'BAŞKAK', '05394923353', 'KADIN', '1997-06-02 0:0:0', 578);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cuma', 'BULUT', '05393438986', 'ERKEK', '1952-06-02 0:0:0', 742);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fürkan', 'GÜVEN', '05327691857', 'ERKEK', '1949-06-16 0:0:0', 240);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Efrahim', 'ATAY', '05306720922', 'ERKEK', '1961-09-12 0:0:0', 383);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Karip', 'KAYA', '05385577083', 'ERKEK', '1993-03-23 0:0:0', 426);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sengül', 'KÖSE', '05341825067', 'KADIN', '1955-04-25 0:0:0', 113);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çalkara', 'PARLAK', '05369192219', 'ERKEK', '1940-07-11 0:0:0', 851);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hazime', 'BOLAT', '05395313956', 'KADIN', '1999-08-18 0:0:0', 188);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Suheyp', 'PULAT', '05345609249', 'ERKEK', '1964-07-15 0:0:0', 518);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tümerkin', 'SÖNMEZ', '05366432902', 'ERKEK', '1957-05-12 0:0:0', 457);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tepegöz', 'GÖZCÜ', '05393580924', 'ERKEK', '1962-08-22 0:0:0', 737);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oyhan', 'ÖZDEMİR', '05317805994', 'ERKEK', '1998-09-16 0:0:0', 595);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Taciser', 'DOĞAN', '05393230312', 'KADIN', '1945-07-18 0:0:0', 613);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erendemir', 'ARTUÇ', '05373913122', 'ERKEK', '1954-02-22 0:0:0', 788);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mücellib', 'YILDIZ', '05392053065', 'ERKEK', '1967-10-11 0:0:0', 384);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Türkol', 'MUTLU', '05322770286', 'ERKEK', '1982-12-06 0:0:0', 804);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dilaver', 'ŞİMŞEK', '05336197476', 'KADIN', '1969-09-01 0:0:0', 89);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülel', 'KARADAĞ', '05307410428', 'ERKEK', '1988-12-05 0:0:0', 168);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İlkan', 'SALTÜRK', '05307733362', 'ERKEK', '1980-02-03 0:0:0', 102);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Durali', 'YERLİKAYA', '05306306346', 'ERKEK', '1952-08-23 0:0:0', 378);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Afacan', 'ÖZTÜRK', '05374812380', 'ERKEK', '1949-10-26 0:0:0', 588);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülziba', 'GÜNGÖR UZUNOĞLU', '05361284630', 'KADIN', '1980-05-20 0:0:0', 428);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Başok', 'AKASLAN', '05366516789', 'ERKEK', '1967-02-24 0:0:0', 327);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Celil', 'ARSLAN', '05377676042', 'ERKEK', '1997-11-26 0:0:0', 402);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cavit', 'GÜLBAHAR', '05394138618', 'ERKEK', '1970-10-03 0:0:0', 522);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yağmurca', 'TEĞİN', '05368158722', 'ERKEK', '1952-11-20 0:0:0', 862);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kıvançer', 'CAMCI', '05338740795', 'ERKEK', '1993-09-04 0:0:0', 157);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bilbay', 'ATAY', '05336734098', 'ERKEK', '1949-12-21 0:0:0', 474);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Argün', 'KOCUBEYOĞLU', '05336223503', 'ERKEK', '1994-04-02 0:0:0', 552);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Buhide', 'YILDIZ', '05363608348', 'KADIN', '1980-04-21 0:0:0', 432);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Onar', 'KÜTÜKCÜ', '05328877570', 'ERKEK', '1967-10-09 0:0:0', 260);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mirnur', 'CİMBEK', '05386855821', 'KADIN', '1973-03-19 0:0:0', 381);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülbie', 'OKÇU', '05365490329', 'KADIN', '2002-06-02 0:0:0', 603);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Növfel', 'AMİROVA UÇAN', '05328251350', 'ERKEK', '1980-09-02 0:0:0', 684);
